"Life Hardship","Warmth","Competence","Pity","SES_low","Social Pain","Accommodation","Projected Grade"
1,-0.131264952399347,-0.207698540923867,0.0790662365789525,NA,0.2318990265185,0.302519621930114,-0.0544220904170574
-0.131264952399347,1,0.683983465875006,0.19106631424893,NA,0.0640599693483745,0.033800881137312,0.226149514260063
-0.207698540923867,0.683983465875006,1,0.150157771072884,NA,0.0606359084846834,-0.0499269713806013,0.140261824890877
0.0790662365789525,0.19106631424893,0.150157771072884,1,NA,0.23636209145486,0.0521985383817824,0.0796361088881663
NA,NA,NA,NA,1,NA,NA,NA
0.2318990265185,0.0640599693483745,0.0606359084846834,0.23636209145486,NA,1,0.26043930997355,0.099590401474283
0.302519621930114,0.033800881137312,-0.0499269713806013,0.0521985383817824,NA,0.26043930997355,1,0.00907698023257121
-0.0544220904170574,0.226149514260063,0.140261824890877,0.0796361088881663,NA,0.099590401474283,0.00907698023257121,1
