"Life Hardship","Warmth","Competence","Pity","SES_low","Social Pain","Accommodation","Projected Grade"
NA,0.132052738582395,0.01644406627309,0.365652732120785,NA,0.00723430815461468,0.000422507687793949,0.536985941901894
0.132052738582395,NA,0,0.027593201460014,NA,0.46382994818954,0.700416029725327,0.00939510028509849
0.01644406627309,0,NA,0.0844999111497577,NA,0.488105677071121,0.56968452836588,0.110066688720576
0.365652732120785,0.027593201460014,0.0844999111497577,NA,NA,0.00616164016316278,0.55223325942377,0.365900866972952
NA,NA,NA,NA,NA,NA,NA,NA
0.00723430815461468,0.46382994818954,0.488105677071121,0.00616164016316278,NA,NA,0.0025614479555911,0.257737114157321
0.000422507687793949,0.700416029725327,0.56968452836588,0.55223325942377,NA,0.0025614479555911,NA,0.918044561513039
0.536985941901894,0.00939510028509849,0.110066688720576,0.365900866972952,NA,0.257737114157321,0.918044561513039,NA
